,age_group,education,country,music,artist_name,featured_artists,avg_plays_per_user,song_age,user_favorite_genre,user_genre_diversity,user_genre_affinity,energy_acousticness_ratio
8226,Senior, Graduate , Non-Urban ,Let You Go - Radio Edit,The Chainsmokers,"Young Thug, Marco Antonio Solís, Mau y Ricky, beabadoobee, Zion & Lennox",7.0,24, Country,1,7.0,0.616407409226442
8227,Adult, Undergraduate , Urban ,Runner,Why Don't We,"Talking Heads, Beach House",452.0,24, Dance/Electronic,2,95.0,0.09593946538593645
8228,Adult, Undergraduate , Urban ,Gucci Gang,Lil Pump,"Beastie Boys, Nickelback",452.0,7, Dance/Electronic,2,809.0,2.18828450967245
8229,Teen, Graduate , Non-Urban ,Left Hand Free - Lido Remix,alt-J,"John Lennon, Shinedown, Russ",731.0,24,Classical,1,731.0,0.9610925824737968
8230,Teen, Middle School , Non-Urban ,Home,Michael Bublé,"T-Pain, Macklemore, Lady Gaga",1.0,19, Punk,1,1.0,2.774624063708612
8231,Young Adult, Undergraduate , Non-Urban ,Faded,Alan Walker,"Henrique & Juliano, Daniel Caesar",633.0,9, Soul,1,633.0,22.37113325185109
8232,Adult, Undergraduate , Urban ,Is This Love,Bob Marley & The Wailers,Jonas Blue,116.0,24, Hip-Hop,2,1.0,0.210325971423039
8233,Adult, Undergraduate , Urban ,Tunnel Vision,Kodak Black,"Brantley Gilbert, Mötley Crüe, Thiaguinho, Kylie Minogue",116.0,7, Hip-Hop,2,231.0,0.06519082449784844
8234,Senior, Middle School , Urban ,Over The Hills And Far Away,Led Zeppelin,"Bibi und Tina, Glass Animals, Logic, ZAYN",259.6666666666667,51,Classical,3,417.0,0.5082757845486623
8235,Senior, Middle School , Urban ,Habits (Stay High) - The Chainsmokers Extended Mix,Tove Lo,Liam Payne,259.6666666666667,24,Classical,3,1.0,0.9564906669250489
8236,Senior, Middle School , Urban ,Do Not Disturb,Drake,"Calibre 50, Aya Nakamura, Olivia Rodrigo, Stormzy, Lil Yachty",259.6666666666667,7,Classical,3,361.0,5.0099960400283425
8237,Teen, Graduate , Non-Urban ,Cigarette Daydreams,Cage The Elephant,"Luis Fonsi, AJR, The Kooks, Hungria Hip Hop, Vince Staples",127.0,24,Jazz,1,127.0,8.376703737587315
8238,Adult, Middle School , Urban ,Black Flies,Ben Howard,"Flo Rida, benny blanco, James Blunt, Axwell /\ Ingrosso, Black Eyed Peas",257.3333333333333,24, Folk/Acoustic,3,1.0,21.138791440115497
8239,Adult, Middle School , Urban ,Cheap Thrills,Sia,Will Smith,257.3333333333333,8, Folk/Acoustic,3,20.0,14.788135279912387
8240,Elderly, Middle School , Urban ,Hips Don't Lie,Shakira,"Doja Cat, Jessie Reyez, Gryffin",619.3333333333334,19,Classical,3,572.0,2.901408440487998
8241,Elderly, Middle School , Urban ,Sarah Smiles,Panic! At The Disco,Kylie Minogue,619.3333333333334,13,Classical,3,480.0,0.032872412028797655
8242,Elderly, Middle School , Urban ,Feel No Ways,Drake,"Dean Martin, will.i.am, Aerosmith, Cali Y El Dandee",619.3333333333334,8,Classical,3,806.0,0.4290185804278029
8243,Teen, High School , Non-Urban ,Monster,Skillet,"Kodaline, ZAYN",113.33333333333333,15, Dance/Electronic,3,254.0,22.204175818928636
8244,Teen, High School , Non-Urban ,Long Slow Burn,Lee Brice,"Banda El Recodo, Tee Grizzley, Madison Beer",113.33333333333333,24, Dance/Electronic,3,85.0,0.9821368726661208
8245,Adult, Undergraduate , Non-Urban ,Pink Rabbits,The National,Pineapple StormTv,339.0,24, Hip-Hop,1,339.0,1.7110044537499536
8246,Teen, Middle School , Urban ,He Won't Go,Adele,"Pitbull, Regard, Kodak Black, Adele",329.5,24,Classical,2,1.0,2.3069722891531685
8247,Teen, Middle School , Urban ,Heart Attack,Trey Songz,Maiara & Maraisa,329.5,12,Classical,2,658.0,2.489333365956577
8248,Adult, Middle School , Non-Urban ,Better Than I Used To Be,Tim McGraw,"Duran Duran, Muse, Coldplay",363.0,24,Jazz,1,363.0,0.368106704397406
8249,Teen, Undergraduate , Non-Urban ,Tonight Looks Good on You,Jason Aldean,"Feid, Colbie Caillat, MAGIC!, Joyner Lucas",529.0,24,Dance/Electronic,2,1.0,0.39347375509098814
8250,Teen, Undergraduate , Non-Urban ,All Of The Lights,Kanye West,"Mötley Crüe, Saweetie, Gorillaz, Mike Posner, Childish Gambino",529.0,14,Dance/Electronic,2,1057.0,44.84667811078005
8251,Young Adult, Graduate , Non-Urban ,American Beauty/American Psycho,Fall Out Boy,"Kevin Gates, Train",30.0,24, Country,2,59.0,0.1430515136153874
8252,Young Adult, Graduate , Non-Urban ,Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,"Henrique & Juliano, Paul Simon, The Smashing Pumpkins, Pharrell Williams, Nas",30.0,24, Country,2,1.0,0.8607262883722937
8253,Senior, Graduate , Urban ,Digits,Young Thug,"Vance Joy, Rod Wave, Christina Aguilera, Beastie Boys",1.0,8, Blues,2,1.0,1.2592790009525243
8254,Senior, Graduate , Urban ,This Song Is Not About A Girl,Flume,"Tove Lo, Alec Benjamin, Kanye West",1.0,24, Blues,2,2.0,0.08367548020109145
8255,Senior, Graduate , Urban ,Make You Feel - Hotel Garuda Remix,Alina Baraz,"D-Block Europe, Lauren Daigle, Don Toliver",1.0,24, Blues,2,2.0,1.6591723663324434
8256,Teen, High School , Urban ,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",Ty Dolla $ign,"Trevor Daniel, Jeremy Zucker, Beck",279.5,10,Rap,2,558.0,1.4999999931818182
8257,Teen, High School , Urban ,Nights,Frank Ocean,"Jason Aldean, Nipsey Hussle, Lil Peep, Pharrell Williams, Sean Kingston",279.5,8,Rap,2,1.0,1.2903981234416906
8258,Senior, Undergraduate , Urban ,Forever,Chris Brown,"Mötley Crüe, Kings of Leon, Sofía Reyes, Jonas Blue",336.5,24, Blues,2,1.0,0.3234808211434835
8259,Senior, Undergraduate , Urban ,The City,The 1975,"BROCKHAMPTON, Mon Laferte",336.5,11, Blues,2,672.0,1.6237347030893634
8260,Senior, High School , Non-Urban ,Take Back the Night,Justin Timberlake,"Gustavo Mioto, Jack Johnson, Fall Out Boy, Ali Gatie, Madison Beer",1.0,24, Folk/Acoustic,1,1.0,0.6434614321901381
8261,Young Adult, Middle School , Non-Urban ,Get Off Of My Cloud - Mono Version / Remastered 2002,The Rolling Stones,"gnash, Rascal Flatts, Cage The Elephant, Conan Gray, Darell",1.0,24,Hip-Hop,1,1.0,0.7248446315907594
8262,Senior, Undergraduate , Urban ,Rollin,Calvin Harris,"DJ Khaled, Jason Aldean, Van Halen",1.0,7, Classical,2,1.0,1.2195986916467383
8263,Senior, Undergraduate , Urban ,Photograph,Ed Sheeran,"3 Doors Down, Pitbull",1.0,11, Classical,2,1.0,0.27825893886425834
8264,Young Adult, High School , Non-Urban ,We Are Young (feat. Janelle Monáe) - feat. Janelle Monae,fun.,"XXXTENTACION, Denzel Curry, Sabaton, Banda El Recodo",55.0,12, Dance/Electronic,1,55.0,31.89999840500008
8265,Teen, Undergraduate , Non-Urban ,Kelly Price (feat. Travis Scott),Migos,"Rascal Flatts, Bastille, Metro Boomin, YNW Melly",131.0,7,Hip-Hop,1,131.0,0.8787250428760257
8266,Adult, High School , Urban ,Die A Happy Man,Thomas Rhett,"Thalia, Stormzy, Nelly",154.0,9, Pop,4,1.0,0.33225546474883505
8267,Teen, High School , Non-Urban ,I Love It (feat. Charli XCX) - feat. Charli XCX [Original Version],Icona Pop,Lorde,817.5,11, Metal,2,196.0,4.413786809781668
8268,Teen, High School , Non-Urban ,The Wind Cries Mary,Jimi Hendrix,"Alejandro Sanz, KYLE",817.5,57, Metal,2,1439.0,1.4224137890160522
8269,Young Adult, Graduate , Non-Urban ,Go Flex,Post Malone,Mc Don Juan,476.0,8, Hip-Hop,2,1.0,0.4712386517743924
8270,Young Adult, Graduate , Non-Urban ,Unforgettable,French Montana,"Keith Urban, Charli XCX, IU, Alec Benjamin",476.0,7, Hip-Hop,2,951.0,26.245732892637104
8271,Adult, Middle School , Non-Urban ,Wake Up,Fetty Wap,"Michael Bublé, Rex Orange County",1580.0,24,Jazz,1,1580.0,3.912790674925636
8272,Elderly, High School , Non-Urban ,LOVE. FEAT. ZACARI.,Kendrick Lamar,"Nicky Jam, Cigarettes After Sex, Los Bukis, Queen",946.0,7, Classical,2,460.0,23.415406836985262
8273,Elderly, High School , Non-Urban ,The Sweet Escape - Konvict Remix,Gwen Stefani,"The Rolling Stones, Willie Nelson",946.0,24, Classical,2,1432.0,0.3387579618288078
8274,Adult, High School , Urban ,Humble And Kind,Tim McGraw,"21 Savage, Gerardo Ortiz, Canserbero, Zendaya, Ozzy Osbourne",1.0,9, Rock,1,1.0,1.730885400549185
8275,Elderly, Undergraduate , Non-Urban ,Hungry Heart,Bruce Springsteen,Powfu,288.5,44, Classical,2,198.0,0.6404922026455858
8276,Teen, Middle School , Urban ,Roses - The Him Remix,The Chainsmokers,"CNCO, Cardi B, DNCE, Rex Orange County, Kygo",508.0,24, Dance/Electronic,3,1.0,0.05234867310273705
8277,Teen, Middle School , Urban ,Over My Head (Cable Car) [Acoustic] - Live,The Fray,"Jimi Hendrix, 24kGoldn, Beach House, gnash, Avicii",508.0,19, Dance/Electronic,3,1210.0,0.1751740446873503
8278,Teen, Middle School , Urban ,Read My Mind,The Killers,"Imagine Dragons, ILLENIUM, Backstreet Boys, George Strait",508.0,18, Dance/Electronic,3,313.0,0.091519666971187
8279,Teen, Graduate , Urban ,Secrets,The Weeknd,Wiz Khalifa,1.0,24,Hip-Hop,1,1.0,0.25181896979720325
8280,Adult, Undergraduate , Urban ,Before He Cheats,Carrie Underwood,"Zé Neto & Cristiano, Papa Roach",149.5,19, Dance/Electronic,2,1.0,2.7638376281777206
8281,Adult, Undergraduate , Urban ,So Appalled,Kanye West,"Melendi, Dalex",149.5,14, Dance/Electronic,2,298.0,5.437981215882163
8282,Elderly, High School , Urban ,Tiny Dancer,Elton John,"Marc Anthony, Doja Cat, Beck",504.5,24, Classical,1,1009.0,0.20402480168419693
8283,Elderly, High School , Urban ,Solo Dance,Martin Jensen,"blackbear, Panic! At The Disco, R.E.M.",504.5,24, Classical,1,1009.0,2.6448989357569728
8284,Adult, Graduate , Non-Urban ,Hips Don't Lie,Shakira,"Bon Iver, Marília Mendonça",300.0,19,RnB,1,300.0,2.901408440487998
8285,Adult, Undergraduate , Urban ,Pompeii - Kat Krazy Remix,Bastille,AC/DC,11.0,24, Dance/Electronic,1,11.0,1.3925422610888871
8286,Teen, High School , Non-Urban ,Can You Hold Me,NF,Lord Huron,1384.0,9, Dance/Electronic,1,1384.0,0.6325814693724328
8287,Senior, Undergraduate , Non-Urban ,Flor e o Beija-Flor - Ao Vivo,Henrique & Juliano,"Quinn XCII, Zoé, The Chainsmokers, 6LACK",348.0,8, Pop,1,696.0,2.3555413285234468
8288,Senior, Undergraduate , Non-Urban ,Don't Tell 'Em,Jeremih,"Alec Benjamin, ScHoolboy Q, Lil Mosey",348.0,9, Pop,1,696.0,14.170841057695698
8289,Elderly, Graduate , Non-Urban ,Birthday - Cash Cash Remix,Katy Perry,Conan Gray,145.66666666666666,24, Christian/Gospel,3,1.0,0.40255808300470003
8290,Elderly, Graduate , Non-Urban ,Malibu,Miley Cyrus,"Moby, AURORA, The Notorious B.I.G., Jowell & Randy, Chelsea Cutler",145.66666666666666,7, Christian/Gospel,3,295.0,1.9251046704369732
8291,Elderly, Graduate , Non-Urban ,Overwhelming,Jon Bellion,U2,145.66666666666666,8, Christian/Gospel,3,141.0,0.5893593320698823
8292,Elderly, High School , Non-Urban ,The Scientist,Willie Nelson,Roddy Ricch,1.0,24, Jazz,1,1.0,1.0700824669076872
8293,Teen, Undergraduate , Urban ,As Good As I Once Was,Toby Keith,"Arizona Zervas, Ed Sheeran, Nelly, Luke Bryan",447.0,19,Hip-Hop,1,447.0,1.0538005476700163
8294,Teen, High School , Non-Urban ,Southern Girl,Tim McGraw,"Louis Tomlinson, Jesse & Joy, gnash, Kendrick Lamar",180.5,24, Rock,2,360.0,1.6783320165353468
8295,Teen, High School , Non-Urban ,Something Just Like This,The Chainsmokers,"Shinedown, Rise Against, Mac Miller, The Notorious B.I.G.",180.5,7, Rock,2,1.0,12.751003760020005
8296,Young Adult, Graduate , Urban ,Starving,Hailee Steinfeld,Anuel AA,1.0,8, Dance/Electronic,1,1.0,1.163191499927582
8297,Adult, Graduate , Non-Urban ,Mask Off,Future,"Sebastian Yatra, Rels B, Cage The Elephant, Labrinth, Lord Huron",150.0,7, Pop,2,1.0,42.549015436371036
8298,Adult, Graduate , Non-Urban ,Separate Ways (Worlds Apart),Journey,"Jack Johnson, Tom Petty and the Heartbreakers, Camila",150.0,41, Pop,2,299.0,51.17021004413776
8299,Senior, Middle School , Non-Urban ,Working For It - Bonus Track,ZHU,"Roddy Ricch, Willie Nelson, Miley Cyrus, José José, Moneybagg Yo",1.0,8,Hip-Hop,1,1.0,22.046958404502718
8300,Senior, Undergraduate , Non-Urban ,New Year's Eve,MØ,"Lenny Kravitz, Natti Natasha, Nelly Furtado",205.5,24, Classical,2,31.0,0.2536824591313854
8301,Senior, Undergraduate , Non-Urban ,Dilemma,Nelly,"Lewis Capaldi, Nipsey Hussle, Jack & Jack, Bruno & Marrone",205.5,24, Classical,2,380.0,1.2819771461180893
8302,Young Adult, Undergraduate , Non-Urban ,Congratulations,Post Malone,Calle 13,572.0,8,Dark Trap,1,572.0,2.9123674266656305
8303,Elderly, Graduate , Urban ,New Rules,Dua Lipa,Jacquees,201.5,7, Classical,2,1.0,268.19913095818737
8304,Elderly, Graduate , Urban ,Sex,The 1975,"Jowell & Randy, Paramore, El Fantasma, Mora",201.5,11, Classical,2,402.0,0.3636002496067416
8305,Young Adult, Middle School , Non-Urban ,I Believe I Can Fly,R. Kelly,"Kodaline, The Vamps, Upchurch",550.0,28,Rock,2,790.0,5.479855209798541
8306,Young Adult, Middle School , Non-Urban ,Change,J. Cole,"Rascal Flatts, Topic, Glass Animals",550.0,8,Rock,2,310.0,0.323002529523236
8307,Elderly, Middle School , Urban ,Famous,Kanye West,"Red Hot Chili Peppers, Tim McGraw, Billy Joel, Snakehips, Zara Larsson",1.0,8,Underground Rap,1,1.0,3.9818171756525302
8308,Elderly, Graduate , Urban ,Travesuras,Nicky Jam,OneRepublic,1.0,10, Classical,1,1.0,0.5955475252571106
8309,Senior, Undergraduate , Non-Urban ,What's My Name?,Rihanna,"Jack Ü, Camila, Måneskin, Otis Redding",414.0,14, Classical,1,414.0,0.5021869484956877
8310,Adult, High School , Urban ,Sorry Not Sorry,Bryson Tiller,"The Kid LAROI, Arctic Monkeys",281.0,9, Hip-Hop,2,106.0,0.7923054634243044
8311,Adult, High School , Urban ,Love Sosa,Chief Keef,"The Vamps, Cardi B, The Jackson 5, Calibre 50, BØRNS",281.0,12, Hip-Hop,2,456.0,0.8420257336751432
8312,Young Adult, Graduate , Non-Urban ,Exchange,Bryson Tiller,"Aya Nakamura, YG, Pentatonix",741.0,9, Dance/Electronic,2,1366.0,0.8857266552691632
8313,Young Adult, Graduate , Non-Urban ,The Miseducation Of Lauryn Hill,Ms. Lauryn Hill,"Summer Cem, Bebe Rexha, Lil Baby",741.0,24, Dance/Electronic,2,116.0,0.32412625421539704
8314,Teen, Middle School , Non-Urban ,Fairytale,Sara Bareilles,"Aminé, The Vamps, Piso 21",1.0,24, Pop,2,1.0,4.0506641094500715
8315,Teen, Middle School , Non-Urban ,"Dancing In The Dark - From The ""Home"" Soundtrack",Rihanna,"Niall Horan, Lofi Fruits Music",1.0,9, Pop,2,1.0,0.19944734984180287
8316,Teen, Graduate , Urban ,Solo Dance,Martin Jensen,"Ricky Martin, El Fantasma, Steve Aoki, Lil Dicky, EXO",1.0,24,Rock,1,1.0,4.511597859409948
8317,Senior, Undergraduate , Urban ,What Lovers Do (feat. SZA),Maroon 5,"Rise Against, José José, The Jackson 5, Charlie Puth",97.0,24, Pop,2,193.0,1.3495286114691376
8318,Senior, Undergraduate , Urban ,Say Goodbye,Chris Brown,"Why Don't We, Meghan Trainor",97.0,19, Pop,2,1.0,0.4720823591866526
8319,Senior, High School , Non-Urban ,Santa Claus Is Comin' To Town - Single Version,Bing Crosby,The Black Keys,197.0,24, Pop,1,197.0,1.8835169523416386
8320,Adult, Middle School , Non-Urban ,Flexicution,Logic,"R3HAB, Disney, Jimi Hendrix, Alejandro Sanz, The Killers",41.5,8,Hip-Hop,2,82.0,13.152924957564267
8321,Adult, Middle School , Non-Urban ,The Sweet Escape,Gwen Stefani,"Lalo Ebratt, Sleeping At Last",41.5,24,Hip-Hop,2,1.0,0.11842844564479174
8322,Elderly, Undergraduate , Non-Urban ,All Of The Lights,Kanye West,Deftones,37.0,14,Rap,1,37.0,1.39399691906035
8323,Young Adult, Undergraduate , Non-Urban ,Turn Down for What,DJ Snake,24kGoldn,1045.0,11,RnB,1,1045.0,746.7282740857253
8324,Senior, Graduate , Non-Urban ,fragile (feat. WRENN),gnash,"Billie Eilish, Billy Joel, ODESZA, RAYE, ANAVITÓRIA",797.0,24, Easy Listening,1,797.0,0.565820985532377
8325,Adult, Graduate , Non-Urban ,Into The Mystic,Van Morrison,"Sade, R. Kelly, 21 Savage",945.0,54, Country,1,945.0,1.1870488301514666
8326,Young Adult, Undergraduate , Non-Urban ,Beat It - Single Version,Michael Jackson,"Sublime, Summer Walker, Tones And I",182.0,42, Pop,2,164.0,0.05803557948840688
8327,Young Adult, Undergraduate , Non-Urban ,Michael's Christmas Greeting,Michael Bublé,Jorge & Mateus,182.0,24, Pop,2,200.0,1.9644592511553203
8328,Adult, Graduate , Urban ,Come Home,OneRepublic,Noah Cyrus,158.0,24,Emo,2,315.0,4.192237228975884
8329,Adult, Graduate , Urban ,Summer,Calvin Harris,Zé Neto & Cristiano,158.0,10,Emo,2,1.0,40.56871845645884
8330,Adult, High School , Urban ,Makin' Plans,Miranda Lambert,"Justin Bieber, George Michael",670.0,15, Dance/Electronic,1,670.0,7.763994788440076
8331,Senior, Graduate , Non-Urban ,Hotline Bling,Drake,"Train, Banda El Recodo, Dr. Dre, MGMT, Tyga",394.6666666666667,24, Classical,3,334.0,0.47054372205040895
8332,Senior, Graduate , Non-Urban ,Slow Motion,Trey Songz,"Anitta, Portugal. The Man, G-Eazy",394.6666666666667,9, Classical,3,644.0,0.06723828161714235
8333,Senior, Graduate , Non-Urban ,Beast Of Burden - Remastered,The Rolling Stones,"Nelly Furtado, Mac Miller, Christian Nodal",394.6666666666667,46, Classical,3,206.0,2.251282045509533
8334,Senior, Middle School , Urban ,Location,Khalid,"Chase Atlantic, Playboi Carti",737.0,7,Dance/Electronic,2,342.0,1.6843878409482689
8335,Senior, Middle School , Urban ,Some Nights,fun.,"Blueface, DJ Snake, Bradley Cooper, Earth, Wind & Fire, Eladio Carrion",737.0,12,Dance/Electronic,2,1132.0,1.9709629363630565
8336,Senior, High School , Urban ,Thinkin Bout You,Frank Ocean,"Radiohead, Calle 13, Sublime, Bring Me The Horizon, John Lennon",895.0,12, Blues,1,895.0,0.8288508537191911
8337,Elderly, High School , Non-Urban ,Territorial Pissings,Nirvana,"Topic, Eric Church",238.0,33, Country,1,238.0,0.819386459635535
8338,Senior, Middle School , Urban ,I Love It (feat. Charli XCX) - feat. Charli XCX [Original Version],Icona Pop,"Little Mix, Fall Out Boy, Blur",717.0,11,Pop,1,717.0,10.047246616628406
8339,Senior, Undergraduate , Non-Urban ,Kick The Dust Up,Luke Bryan,Lenny Tavárez,488.0,9, Easy Listening,1,488.0,1.227236940444252
8340,Adult, High School , Non-Urban ,Faded - Odesza Remix,ZHU,"$NOT, Rage Against The Machine, Alok, MC Kevinho",1.0,24, Folk/Acoustic,1,1.0,1.9872155814990047
8341,Teen, High School , Urban ,Evil Angel,Breaking Benjamin,"Soda Stereo, Icona Pop, Ninho",526.0,24, Hip-Hop,2,1051.0,1.71594359184338
8342,Teen, High School , Urban ,Lifetimes,Oh Wonder,"Tom Odell, Korn, Madison Beer, King Von, Maluma",526.0,24, Hip-Hop,2,1.0,0.09101555548124797
8343,Young Adult, Graduate , Non-Urban ,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,"EXO, Ramin Djawadi, JID, alt-J, Dadju",140.0,24, Classical,2,279.0,0.7628641060943003
8344,Young Adult, Graduate , Non-Urban ,By Design,Kid Cudi,"Ne-Yo, Die drei !!!, Charli XCX, Ben Howard, Beyoncé",140.0,24, Classical,2,1.0,1.2376939362329005
8345,Teen, Middle School , Urban ,The Sweet Escape,Gwen Stefani,"Oliver Tree, Charli XCX, Sofía Reyes, PNL, Rascal Flatts",29.0,24,Jazz,1,29.0,0.3303915877734842
8346,Teen, Middle School , Non-Urban ,Upside Down,Tori Kelly,The Black Keys,1.0,24, Hip-Hop,1,1.0,0.22294206319841112
8347,Teen, Middle School , Urban ,Bandz A Make Her Dance,Juicy J,"Pop Smoke, Jessie J, Bon Iver",532.0,11, R&B,1,532.0,0.41190617694446063
8348,Teen, Graduate , Non-Urban ,Fast Car (feat. Kina Grannis),Boyce Avenue,"Arctic Monkeys, Gemitaiz, TKKG, Ofenbach",1497.0,24,Jazz,1,1497.0,2.151981402828672
8349,Senior, High School , Non-Urban ,Whiskey Lullaby,Brad Paisley,"Lauv, Muse, Five Finger Death Punch, Eric Clapton, Pedro Capó",1.0,24, Classical,1,1.0,0.3383388828389641
8350,Elderly, Undergraduate , Urban ,Shake Me Down,Cage The Elephant,OneRepublic,763.0,13, Classical,1,763.0,0.10307952822772747
8351,Adult, Undergraduate , Urban ,River,Leon Bridges,Luke Combs,260.0,24, Easy Listening,2,519.0,0.9241203228169136
8352,Teen, Middle School , Non-Urban ,Highwayman,Willie Nelson,"Tory Lanez, J. Cole, Gigi D'Agostino",26.0,18, Metal,1,26.0,0.8768962446589571
8353,Young Adult, High School , Non-Urban ,Small Things,Ben Howard,"Powfu, Tiësto, The Clash",683.0,24, Country,1,683.0,0.1006781262101471
8354,Teen, Undergraduate , Urban ,waves - Remix,Miguel,"Oasis, Daryl Hall & John Oates, Summer Cem",670.0,24,Hip-Hop,1,670.0,0.4723551589057738
8355,Young Adult, Undergraduate , Non-Urban ,Nothing,The Script,"Polo G, Willy William",1003.0,14, Dance/Electronic,1,1003.0,0.8315729263111991
8356,Elderly, Middle School , Non-Urban ,Prisoner,The Weeknd,"Wallows, My Chemical Romance, Pink Sweat$, Lil Mosey, Pixies",488.3333333333333,24,Dance/Electronic,3,981.0,0.6596339518255738
8357,Elderly, Middle School , Non-Urban ,Good Good,Florida Georgia Line,"Marilyn Manson, Queen",488.3333333333333,24,Dance/Electronic,3,483.0,0.08194554762219478
8358,Elderly, Middle School , Non-Urban ,Moses,French Montana,Marvin Gaye,488.3333333333333,24,Dance/Electronic,3,1.0,2.7618650481033655
8359,Adult, Undergraduate , Non-Urban ,Look At Me!,XXXTENTACION,"Ha*Ash, Bastille, Fetty Wap",8.0,7, Country,2,15.0,2.803088792266066
8360,Adult, Undergraduate , Non-Urban ,Fitzpleasure,alt-J,"Carrie Underwood, Booba",8.0,12, Country,2,1.0,0.7153044163898533
8361,Teen, High School , Urban ,Wake Up Call,Maroon 5,"Marshmello, Two Feet, CNCO, Tech N9ne, Juanes",1.0,17, Dance/Electronic,2,2.0,1.0386828529215997
8362,Teen, High School , Urban ,Poker Face,Lady Gaga,"Paul McCartney, Camila, Hardwell",1.0,16, Dance/Electronic,2,2.0,0.2905721431465582
8363,Teen, High School , Urban ,With You,Drake,"IU, Lykke Li",1.0,8, Dance/Electronic,2,1.0,0.3508540668067174
